[00:00:11] [Server thread/WARN]: A11y_UwU moved wrongly!
[00:04:33] [Server thread/WARN]: A11y_UwU moved too quickly! -3.699397040389231,8.867098785230667,15.431827979388544
[00:05:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Air'/131118, l='ServerLevel[world]', x=-462.17, y=76.00, z=287.75]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157877, l='ServerLevel[world]', x=-241.49, y=120.73, z=-278.57]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157880, l='ServerLevel[world]', x=-241.50, y=121.48, z=-279.65]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157880, l='ServerLevel[world]', x=-241.50, y=121.48, z=-279.65]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157880, l='ServerLevel[world]', x=-241.50, y=121.48, z=-279.65]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157882, l='ServerLevel[world]', x=-242.39, y=119.56, z=-283.60]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157882, l='ServerLevel[world]', x=-242.39, y=119.56, z=-283.60]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157882, l='ServerLevel[world]', x=-242.39, y=119.56, z=-283.60]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157887, l='ServerLevel[world]', x=-241.63, y=119.60, z=-289.44]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157887, l='ServerLevel[world]', x=-241.63, y=119.60, z=-289.44]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157887, l='ServerLevel[world]', x=-241.63, y=119.60, z=-289.44]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157890, l='ServerLevel[world]', x=-241.59, y=118.47, z=-289.48]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157890, l='ServerLevel[world]', x=-241.59, y=118.47, z=-289.48]
[01:04:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157890, l='ServerLevel[world]', x=-241.59, y=118.47, z=-289.48]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157934, l='ServerLevel[world]', x=-242.48, y=116.55, z=-266.60]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157934, l='ServerLevel[world]', x=-242.48, y=116.55, z=-266.60]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157934, l='ServerLevel[world]', x=-242.48, y=116.55, z=-266.60]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157935, l='ServerLevel[world]', x=-242.61, y=117.32, z=-271.66]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157935, l='ServerLevel[world]', x=-242.61, y=117.32, z=-271.66]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157935, l='ServerLevel[world]', x=-242.61, y=117.32, z=-271.66]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157936, l='ServerLevel[world]', x=-242.72, y=119.49, z=-265.56]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157936, l='ServerLevel[world]', x=-242.72, y=119.49, z=-265.56]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157936, l='ServerLevel[world]', x=-242.72, y=119.49, z=-265.56]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157938, l='ServerLevel[world]', x=-242.63, y=115.30, z=-271.58]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157938, l='ServerLevel[world]', x=-242.63, y=115.30, z=-271.58]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157938, l='ServerLevel[world]', x=-242.63, y=115.30, z=-271.58]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Nether Quartz'/157948, l='ServerLevel[world]', x=-239.44, y=112.33, z=-278.73]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Nether Quartz'/157948, l='ServerLevel[world]', x=-239.44, y=112.33, z=-278.73]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Nether Quartz'/157948, l='ServerLevel[world]', x=-239.44, y=112.33, z=-278.73]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157951, l='ServerLevel[world]', x=-242.34, y=115.72, z=-279.39]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157951, l='ServerLevel[world]', x=-242.34, y=115.72, z=-279.39]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157951, l='ServerLevel[world]', x=-242.34, y=115.72, z=-279.39]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157962, l='ServerLevel[world]', x=-241.33, y=112.48, z=-290.42]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157962, l='ServerLevel[world]', x=-241.33, y=112.48, z=-290.42]
[01:04:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/157962, l='ServerLevel[world]', x=-241.33, y=112.48, z=-290.42]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158005, l='ServerLevel[world]', x=-243.42, y=116.32, z=-270.67]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158005, l='ServerLevel[world]', x=-243.42, y=116.32, z=-270.67]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158005, l='ServerLevel[world]', x=-243.42, y=116.32, z=-270.67]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158007, l='ServerLevel[world]', x=-243.64, y=118.64, z=-267.70]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158007, l='ServerLevel[world]', x=-243.64, y=118.64, z=-267.70]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158007, l='ServerLevel[world]', x=-243.64, y=118.64, z=-267.70]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158008, l='ServerLevel[world]', x=-243.42, y=116.37, z=-273.51]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158008, l='ServerLevel[world]', x=-243.42, y=116.37, z=-273.51]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158008, l='ServerLevel[world]', x=-243.42, y=116.37, z=-273.51]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158021, l='ServerLevel[world]', x=-243.64, y=116.72, z=-278.39]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158021, l='ServerLevel[world]', x=-243.64, y=116.72, z=-278.39]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158021, l='ServerLevel[world]', x=-243.64, y=116.72, z=-278.39]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158023, l='ServerLevel[world]', x=-243.44, y=119.52, z=-284.35]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158023, l='ServerLevel[world]', x=-243.44, y=119.52, z=-284.35]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158023, l='ServerLevel[world]', x=-243.44, y=119.52, z=-284.35]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158025, l='ServerLevel[world]', x=-244.69, y=116.70, z=-283.48]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158025, l='ServerLevel[world]', x=-244.69, y=116.70, z=-283.48]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158025, l='ServerLevel[world]', x=-244.69, y=116.70, z=-283.48]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158027, l='ServerLevel[world]', x=-242.39, y=121.27, z=-290.57]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158027, l='ServerLevel[world]', x=-242.39, y=121.27, z=-290.57]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158027, l='ServerLevel[world]', x=-242.39, y=121.27, z=-290.57]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158031, l='ServerLevel[world]', x=-243.74, y=118.57, z=-291.32]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158031, l='ServerLevel[world]', x=-243.74, y=118.57, z=-291.32]
[01:04:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158031, l='ServerLevel[world]', x=-243.74, y=118.57, z=-291.32]
[01:04:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158076, l='ServerLevel[world]', x=-242.43, y=112.57, z=-266.74]
[01:04:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158076, l='ServerLevel[world]', x=-242.43, y=112.57, z=-266.74]
[01:04:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158076, l='ServerLevel[world]', x=-242.43, y=112.57, z=-266.74]
[01:04:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158096, l='ServerLevel[world]', x=-245.27, y=115.59, z=-285.31]
[01:04:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158096, l='ServerLevel[world]', x=-245.27, y=115.59, z=-285.31]
[01:04:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158096, l='ServerLevel[world]', x=-245.27, y=115.59, z=-285.31]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158153, l='ServerLevel[world]', x=-244.49, y=121.35, z=-272.71]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158153, l='ServerLevel[world]', x=-244.49, y=121.35, z=-272.71]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158153, l='ServerLevel[world]', x=-244.49, y=121.35, z=-272.71]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158156, l='ServerLevel[world]', x=-246.46, y=118.58, z=-272.42]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158156, l='ServerLevel[world]', x=-246.46, y=118.58, z=-272.42]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158156, l='ServerLevel[world]', x=-246.46, y=118.58, z=-272.42]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158163, l='ServerLevel[world]', x=-245.71, y=116.74, z=-279.63]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158163, l='ServerLevel[world]', x=-245.71, y=116.74, z=-279.63]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158163, l='ServerLevel[world]', x=-245.71, y=116.74, z=-279.63]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158169, l='ServerLevel[world]', x=-245.31, y=116.75, z=-283.55]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158169, l='ServerLevel[world]', x=-245.31, y=116.75, z=-283.55]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158169, l='ServerLevel[world]', x=-245.31, y=116.75, z=-283.55]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158170, l='ServerLevel[world]', x=-245.58, y=120.53, z=-283.32]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158170, l='ServerLevel[world]', x=-245.58, y=120.53, z=-283.32]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158170, l='ServerLevel[world]', x=-245.58, y=120.53, z=-283.32]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158174, l='ServerLevel[world]', x=-246.35, y=117.73, z=-289.56]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158174, l='ServerLevel[world]', x=-246.35, y=117.73, z=-289.56]
[01:05:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158174, l='ServerLevel[world]', x=-246.35, y=117.73, z=-289.56]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158213, l='ServerLevel[world]', x=-246.61, y=118.44, z=-273.49]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158213, l='ServerLevel[world]', x=-246.61, y=118.44, z=-273.49]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158213, l='ServerLevel[world]', x=-246.61, y=118.44, z=-273.49]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158215, l='ServerLevel[world]', x=-246.29, y=114.57, z=-273.46]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158215, l='ServerLevel[world]', x=-246.29, y=114.57, z=-273.46]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158215, l='ServerLevel[world]', x=-246.29, y=114.57, z=-273.46]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158225, l='ServerLevel[world]', x=-245.46, y=113.73, z=-277.42]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158225, l='ServerLevel[world]', x=-245.46, y=113.73, z=-277.42]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158225, l='ServerLevel[world]', x=-245.46, y=113.73, z=-277.42]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158226, l='ServerLevel[world]', x=-246.43, y=114.41, z=-278.54]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158226, l='ServerLevel[world]', x=-246.43, y=114.41, z=-278.54]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158226, l='ServerLevel[world]', x=-246.43, y=114.41, z=-278.54]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158230, l='ServerLevel[world]', x=-247.71, y=117.51, z=-284.70]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158230, l='ServerLevel[world]', x=-247.71, y=117.51, z=-284.70]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158230, l='ServerLevel[world]', x=-247.71, y=117.51, z=-284.70]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158238, l='ServerLevel[world]', x=-246.75, y=118.27, z=-290.67]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158238, l='ServerLevel[world]', x=-246.75, y=118.27, z=-290.67]
[01:05:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158238, l='ServerLevel[world]', x=-246.75, y=118.27, z=-290.67]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158304, l='ServerLevel[world]', x=-247.73, y=116.66, z=-267.25]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158304, l='ServerLevel[world]', x=-247.73, y=116.66, z=-267.25]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158304, l='ServerLevel[world]', x=-247.73, y=116.66, z=-267.25]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158317, l='ServerLevel[world]', x=-248.64, y=118.62, z=-278.51]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158317, l='ServerLevel[world]', x=-248.64, y=118.62, z=-278.51]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158317, l='ServerLevel[world]', x=-248.64, y=118.62, z=-278.51]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158318, l='ServerLevel[world]', x=-248.64, y=117.61, z=-277.27]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158318, l='ServerLevel[world]', x=-248.64, y=117.61, z=-277.27]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158318, l='ServerLevel[world]', x=-248.64, y=117.61, z=-277.27]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158320, l='ServerLevel[world]', x=-247.69, y=115.72, z=-285.69]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158320, l='ServerLevel[world]', x=-247.69, y=115.72, z=-285.69]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158320, l='ServerLevel[world]', x=-247.69, y=115.72, z=-285.69]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158322, l='ServerLevel[world]', x=-247.72, y=119.48, z=-284.36]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158322, l='ServerLevel[world]', x=-247.72, y=119.48, z=-284.36]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158322, l='ServerLevel[world]', x=-247.72, y=119.48, z=-284.36]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158323, l='ServerLevel[world]', x=-244.32, y=122.46, z=-285.55]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158323, l='ServerLevel[world]', x=-244.32, y=122.46, z=-285.55]
[01:05:13] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158323, l='ServerLevel[world]', x=-244.32, y=122.46, z=-285.55]
[01:05:50] [Server thread/WARN]: Fetching packet for removed entity class_1542['Air'/158516, l='ServerLevel[world]', x=-462.15, y=76.00, z=288.17]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158583, l='ServerLevel[world]', x=-248.53, y=118.41, z=-273.45]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158583, l='ServerLevel[world]', x=-248.53, y=118.41, z=-273.45]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158583, l='ServerLevel[world]', x=-248.53, y=118.41, z=-273.45]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158585, l='ServerLevel[world]', x=-248.61, y=116.61, z=-273.51]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158585, l='ServerLevel[world]', x=-248.61, y=116.61, z=-273.51]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158585, l='ServerLevel[world]', x=-248.61, y=116.61, z=-273.51]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158586, l='ServerLevel[world]', x=-248.73, y=115.49, z=-266.30]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158586, l='ServerLevel[world]', x=-248.73, y=115.49, z=-266.30]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158586, l='ServerLevel[world]', x=-248.73, y=115.49, z=-266.30]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158596, l='ServerLevel[world]', x=-249.58, y=117.40, z=-278.42]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158596, l='ServerLevel[world]', x=-249.58, y=117.40, z=-278.42]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158596, l='ServerLevel[world]', x=-249.58, y=117.40, z=-278.42]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158601, l='ServerLevel[world]', x=-244.63, y=111.73, z=-284.34]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158601, l='ServerLevel[world]', x=-244.63, y=111.73, z=-284.34]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158601, l='ServerLevel[world]', x=-244.63, y=111.73, z=-284.34]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158602, l='ServerLevel[world]', x=-247.72, y=113.42, z=-285.71]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158602, l='ServerLevel[world]', x=-247.72, y=113.42, z=-285.71]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158602, l='ServerLevel[world]', x=-247.72, y=113.42, z=-285.71]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158607, l='ServerLevel[world]', x=-248.47, y=117.27, z=-289.33]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158607, l='ServerLevel[world]', x=-248.47, y=117.27, z=-289.33]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158607, l='ServerLevel[world]', x=-248.47, y=117.27, z=-289.33]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158608, l='ServerLevel[world]', x=-248.51, y=117.65, z=-292.50]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158608, l='ServerLevel[world]', x=-248.51, y=117.65, z=-292.50]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158608, l='ServerLevel[world]', x=-248.51, y=117.65, z=-292.50]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158610, l='ServerLevel[world]', x=-248.51, y=114.29, z=-291.61]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158610, l='ServerLevel[world]', x=-248.51, y=114.29, z=-291.61]
[01:06:00] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158610, l='ServerLevel[world]', x=-248.51, y=114.29, z=-291.61]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158683, l='ServerLevel[world]', x=-249.35, y=118.71, z=-267.61]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158683, l='ServerLevel[world]', x=-249.35, y=118.71, z=-267.61]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158683, l='ServerLevel[world]', x=-249.35, y=118.71, z=-267.61]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158684, l='ServerLevel[world]', x=-250.58, y=119.32, z=-271.54]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158684, l='ServerLevel[world]', x=-250.58, y=119.32, z=-271.54]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158684, l='ServerLevel[world]', x=-250.58, y=119.32, z=-271.54]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158685, l='ServerLevel[world]', x=-247.50, y=112.63, z=-266.56]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158685, l='ServerLevel[world]', x=-247.50, y=112.63, z=-266.56]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158685, l='ServerLevel[world]', x=-247.50, y=112.63, z=-266.56]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158687, l='ServerLevel[world]', x=-247.50, y=122.52, z=-272.70]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158687, l='ServerLevel[world]', x=-247.50, y=122.52, z=-272.70]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158687, l='ServerLevel[world]', x=-247.50, y=122.52, z=-272.70]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158695, l='ServerLevel[world]', x=-249.59, y=118.66, z=-276.71]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158695, l='ServerLevel[world]', x=-249.59, y=118.66, z=-276.71]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158695, l='ServerLevel[world]', x=-249.59, y=118.66, z=-276.71]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158699, l='ServerLevel[world]', x=-249.53, y=114.69, z=-277.38]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158699, l='ServerLevel[world]', x=-249.53, y=114.69, z=-277.38]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158699, l='ServerLevel[world]', x=-249.53, y=114.69, z=-277.38]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158707, l='ServerLevel[world]', x=-250.68, y=117.63, z=-289.66]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158707, l='ServerLevel[world]', x=-250.68, y=117.63, z=-289.66]
[01:06:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158707, l='ServerLevel[world]', x=-250.68, y=117.63, z=-289.66]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158758, l='ServerLevel[world]', x=-250.27, y=117.54, z=-273.43]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158758, l='ServerLevel[world]', x=-250.27, y=117.54, z=-273.43]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158758, l='ServerLevel[world]', x=-250.27, y=117.54, z=-273.43]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158760, l='ServerLevel[world]', x=-251.41, y=116.69, z=-266.43]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158760, l='ServerLevel[world]', x=-251.41, y=116.69, z=-266.43]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158760, l='ServerLevel[world]', x=-251.41, y=116.69, z=-266.43]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158770, l='ServerLevel[world]', x=-250.51, y=115.44, z=-279.43]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158770, l='ServerLevel[world]', x=-250.51, y=115.44, z=-279.43]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158770, l='ServerLevel[world]', x=-250.51, y=115.44, z=-279.43]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158783, l='ServerLevel[world]', x=-250.38, y=116.72, z=-290.46]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158783, l='ServerLevel[world]', x=-250.38, y=116.72, z=-290.46]
[01:06:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/158783, l='ServerLevel[world]', x=-250.38, y=116.72, z=-290.46]
